new people,0.22399439795789933
time people,0.6783901295376439
many new,1.0180228033716248
way people,1.1153185071015934
people use,1.1153185071015934
other U,1.1668521572167763
different people,1.1716714436527251
other students,1.1738697298754226
many U,1.2369617234038026
new U,1.2425639789524725
new students,1.249581551611119
new school,1.2854276833842548
other country,1.3847646591134333
new country,1.46047648084913
time many,1.4724185349513694
makes people,1.5771365517608895
day people,1.5991154584796647
Many U,1.6881490808500623
problems people,1.6922058815456766
Many students,1.6951666535087089
other people,1.7577204886563034
new things,1.7865680014157819
many children,1.793087106399457
people jobs,1.79486003560576
students work,1.8566541233998215
other American,1.8812015454273245
many schools,1.8823182401273995
Many country,1.9060615827467193
use many,1.9093469125153189
help people,1.9245378589142927
many students,1.9371264766223946
many American,1.9513111116143511
new American,1.9569133671630208
important people,1.9717907437648383
government group,2.040050746036137
new problem,2.0622738828208473
Many People,2.086645519642133
other world,2.086645519642133
Many other,2.086645519642133
people person,2.1099410822456552
help children,2.1129384617846294
change many,2.1222689097579903
Syrian people,2.128633215257808
other workers,2.140712740912409
other good,2.140712740912409
people sell,2.1476814102285027
people watch,2.1476814102285027
other Syrian,2.1594048739245615
people look,2.186902123381784
hope people,2.186902123381784
new workers,2.2164245626481054
white people,2.2277241179020386
help scientists,2.2569778320075673
help students,2.2569778320075673
Other people,2.2702837323208347
famous people,2.2702837323208347
last years,2.2711624669995234
other team,2.279549185766625
many rules,2.328605342755819
many Cuban,2.3496587519536516
Russian people,2.3612555105265614
students something,2.370922091356785
makes many,2.371164957174615
American government,2.37652298265735
makes new,2.376767212723285
other company,2.392027169193315
other teens,2.392027169193315
many parents,2.3931438638933904
time scientists,2.397124463750809
study new,2.39874611944206
Many American,2.4024984690606104
different country,2.4081535265439555
everything people,2.4100456746959935
people start,2.4100456746959935
help many,2.4308841918762374
many women,2.4621367353803416
many bad,2.4621367353803416
other job,2.466135141347037
good school,2.478227187112066
people thought,2.4880072161657054
new sports,2.491836542508072
new life,2.491836542508072
other companies,2.492110627750298
other kids,2.5009212574324526
new show,2.5165291550984437
other jobs,2.518778874832459
other place,2.518778874832459
other way,2.5323845268882375
important time,2.532669955747033
States space,2.5340983233659724
many young,2.5362447075340637
Most people,2.5435770673205162
American people,2.5435770673205162
many kids,2.571030823619479
people support,2.572564604193768
new leaders,2.5944906965681556
new way,2.608096348623934
many countries,2.63027365718234
old country,2.634926845908744
government workers,2.6360341781424346
many states,2.6444582921742965
scientists money,2.658604163808566
American money,2.6727887988005223
other stars,2.695709582991537
other refugees,2.695709582991537
cost people,2.6977277471477743
many people,2.70329879219723
last time,2.708560622210697
new game,2.7089010477458997
American things,2.719856309658508
Obama government,2.733197926596082
many stores,2.7340704508639835
different things,2.734245047110608
new history,2.7396727064126534
school president,2.7536391669720324
government rules,2.753817213798818
children need,2.760965207064105
many popular,2.7658191491785638
change Cuba,2.766359933328742
people love,2.766720618634726
people move,2.766720618634726
new animals,2.7714214047272336
needs many,2.7986089720015546
Syria last,2.8109756276387667
students thought,2.8204471892589797
good year,2.8234971344368076
makes time,2.8311629443030295
people wear,2.8408285907884476
lead people,2.8408285907884476
important things,2.8412171666627755
use American,2.848237476306715
Most U,2.868999467755144
hopes other,2.8716002494552013
American students,2.8760170404137906
big money,2.878232773015331
many things,2.8795780345352218
many other,2.888221130691242
change things,2.8908141078021474
school students,2.89767853719497
scientists need,2.905004577287043
students need,2.905004577287043
other genes,2.910820962608483
hope other,2.910820962608483
school teachers,2.9118631721869264
people interested,2.920871298461984
bad time,2.922134722508756
many others,2.941709815642228
new vote,2.9473120711908978
few people,2.9490421754286804
other reason,2.9516429571287377
other student,2.9516429571287377
small U,2.9586116264448314
old things,2.9610183664753964
important way,2.9695983333109823
kids show,2.970924886678188
good things,2.9793675051435926
many places,2.9809305287955095
many stories,2.9809305287955095
other famous,2.9942025715475338
other families,2.9942025715475338
Syria President,3.0010192305266314
harder people,3.007882675451614
people sign,3.007882675451614
people call,3.007882675451614
Syrian children,3.01018099868809
Many play,3.013407551383584
new museum,3.027354778864434
school officials,3.033224029191194
people sick,3.0544026910865067
many changes,3.0643121377345603
many books,3.0643121377345603
teens work,3.0748115627177137
other women,3.0851743497532604
other violin,3.0851743497532604
help refugees,3.0856705045637365
other things,3.097150540799976
children work,3.0989091142967746
people travel,3.103192855255939
people ages,3.103192855255939
Most kids,3.1044562793027106
good way,3.1077486717917995
use water,3.1077486717917995
good use,3.1077486717917995
use workers,3.1077486717917995
workers use,3.1077486717917995
other sports,3.109271901332321
new test,3.114366155854064
new program,3.114366155854064
big need,3.124633186493808
Syrian way,3.126440804803952
several other,3.1339645139226926
makes things,3.139710155218772
work less,3.148919534871436
many Russian,3.155283915940287
many slaves,3.155283915940287
TV many,3.155283915940287
many tests,3.155283915940287
many teens,3.155283915940287
pay money,3.160083925156319
big help,3.169753621774278
small country,3.1765241283414882
help kids,3.1785642514564327
many problems,3.1793814675193475
other half,3.185257808310243
Many groups,3.185257808310243
other Tatars,3.185257808310243
saw other,3.185257808310243
help move,3.1874531988736785
different part,3.201841936325778
many starfish,3.204074080109719
new heart,3.2096763356583886
People thought,3.2119260553924045
other leaders,3.2119260553924045
Many Americans,3.2170065066248235
Many refugees,3.2170065066248235
several years,3.22667391202696
bad things,3.2306819334244987
other germs,3.239325029580519
other uses,3.239325029580519
many Rey,3.2553673744972698
many parts,3.2553673744972698
special work,3.2571331195116686
new Rey,3.260969630045939
new National,3.260969630045939
help watch,3.2615611710274006
help sell,3.2615611710274006
worried people,3.2657117847537136
big city,3.2666034477641954
school year,3.278794616292848
same things,3.279472097593931
school student,3.2891574033283946
need rules,3.2964834434204673
other devices,3.2964834434204673
other Syrians,3.2964834434204673
many times,3.3094345957675455
many questions,3.3094345957675455
many visitors,3.3094345957675455
California States,3.3225556837302426
space rules,3.3263364065701486
Tatar people,3.3263364065701486
Taiwanese people,3.3263364065701486
rich people,3.3263364065701486
poor school,3.33171701774719
Students U,3.333305075886242
new home,3.3337289843283675
Syrian city,3.3393628020466237
test students,3.3403226485448885
Many children,3.342886752513826
Syrian government,3.347873491714532
other members,3.3571080652369023
own way,3.3590631000727056
teens use,3.3590631000727056
parents need,3.361021964558039
help Cuban,3.3626572878987693
home country,3.365115298149038
new objects,3.3721952651561637
own countries,3.386842664179781
old water,3.3908749277077197
Many others,3.3928971730884876
need help,3.398762292540886
new building,3.402048228305845
fight government,3.406142399838508
space program,3.4133477835597783
other buildings,3.4216465863744734
other kinds,3.4216465863744734
school football,3.422688795952917
American president,3.425124850750798
many colleges,3.427217631423929
good home,3.427916199388069
new danger,3.4328198869725988
new words,3.4328198869725988
students start,3.4356328283492132
show scientists,3.4356328283492132
hope kids,3.4409285159239236
time online,3.4409285159239236
Cuba end,3.4426999955723057
help pay,3.4516047739152653
important day,3.4533952846890537
people treat,3.4598677991946714
young scientists,3.460950636333503
leave school,3.471478960122349
start school,3.471478960122349
own family,3.4751352713254597
America different,3.4895240087775594
other book,3.490639457861425
other humans,3.490639457861425
many friends,3.4917561525615
many fish,3.4917561525615
new name,3.49735840811017
new islands,3.49735840811017
new friends,3.49735840811017
States look,3.504877240524197
American kids,3.5099213874108752
thing Cuba,3.5116928670592573
years older,3.514355984478741
other problems,3.5147370094404855
Many poor,3.51549949518082
needs money,3.520086659187726
huge school,3.5227722545098996
help China,3.5239254354948915
Many kids,3.5330438048317294
lot less,3.533975771348393
things Americans,3.534364347222721
Many men,3.537478401899595
use special,3.54138465686666
important problems,3.5464857077550653
children refugees,3.5464857077550653
same problem,3.555177978998996
different way,3.5557733943187597
Many businesses,3.5599512577516537
many cities,3.560749024048451
new Castro,3.5663512795971215
new drink,3.5663512795971215
means kids,3.5687618874338085
few countries,3.569164220973736
building schools,3.5731964845016746
old men,3.5731964845016746
Assad government,3.5804957869832856
different countries,3.5835529584258357
something bad,3.5890795306746774
good day,3.591545623169871
different states,3.5977375934177918
own country,3.5977375934177918
Many slaves,3.6064712733865467
Many Kids,3.6064712733865467
need teachers,3.6123363928389445
smartphones people,3.6140184790219294
records people,3.6140184790219294
people share,3.6140184790219294
help visitors,3.629285951152718
day last,3.629285951152718
Spanish government,3.629285951152718
school science,3.6339978896201237
pay workers,3.637007997246628
new candidates,3.640459251750843
sell new,3.640459251750843
new paper,3.640459251750843
new programs,3.640459251750843
new illness,3.640459251750843
other hand,3.644790137688683
top U,3.6517588070047764
big show,3.6552614375559784
poor people,3.6565780934407255
many years,3.6740777093554544
Cuban students,3.6798297888612552
government plans,3.6805792455402684
help Ted,3.6864443649926666
black people,3.701029856011559
Syrian president,3.7033281792480355
American officials,3.7047097129699598
show good,3.709328658826254
face many,3.7148997038757097
many Cubans,3.7148997038757097
class time,3.715365361625684
kids half,3.715365361625684
different number,3.7190984504220594
new hand,3.7205019594243796
new kind,3.7205019594243796
new set,3.7205019594243796
new ones,3.7205019594243796
States such,3.7280207918384067
other patents,3.731801514678313
other dancers,3.731801514678313
patents other,3.731801514678313
government runs,3.734646466810544
good job,3.734646466810544
new team,3.741555368622212
new plan,3.748672836391076
things online,3.7494757268396666
things look,3.7494757268396666
different needs,3.7518882732450503
something new,3.754403511100061
many poor,3.7574593182945057
large group,3.75770224311047
other words,3.7625731733450665
other groups,3.7625731733450665
new laws,3.7630615738431756
times kids,3.7694325828959596
Internet time,3.7694325828959596
Cuban President,3.775844442100844
small problem,3.778321530313206
States plans,3.7793140862259573
